year,state,district,candidate,party,candidatevotes,totalvotes
1978,KENTUCKY,6,LARRY J HOPKINS,REPUBLICAN,52092,102857
1978,KENTUCKY,6,LLOYD K ROGERS,AMERICAN INDEPENDENT,3323,102857
1978,KENTUCKY,6,WRITEIN,,6,102857
1978,KENTUCKY,7,CARL D PERKINS,DEMOCRAT,51559,67420
1978,KENTUCKY,7,GRANVILLE THOMAS,REPUBLICAN,15861,67420
1978,LOUISIANA,1,BOB LIVINGSTON,REPUBLICAN,1,1
1978,LOUISIANA,2,"LINDY ""MRS HALE"" BOGGS",DEMOCRAT,1,1
1978,LOUISIANA,3,DAVID C TREEN,REPUBLICAN,1,1
1978,LOUISIANA,4,"CLAUDE ""BUDDY"" LEACH",DEMOCRAT,65583,130900
1978,LOUISIANA,4,JAMES HAMILTON WILSON,REPUBLICAN,65317,130900
1978,LOUISIANA,5,JERRY HUCKABY,DEMOCRAT,1,1
1978,LOUISIANA,6,W HENSON MOORE,REPUBLICAN,1,1
1978,LOUISIANA,7,JOHN BREAUX,DEMOCRAT,1,1
1978,LOUISIANA,8,GILLIS W LONG,DEMOCRAT,1,1
1978,MAINE,1,DAVID F EMERY,REPUBLICAN,120791,196485
1978,MAINE,1,J DAVID MADIGAN,INDEPENDENT,5346,196485
1978,MAINE,1,JOHN QUINN,DEMOCRAT,70348,196485
1978,MAINE,2,EDDIE SHURTLEFF,INDEPENDENT,1923,173037
1978,MAINE,2,FREDERICK W WITTAKER,INDEPENDENT,8035,173037
1978,MAINE,2,MARGARET E COUSINS,INDEPENDENT,1573,173037
1978,MAINE,2,MARKHAM L GARTLEY,DEMOCRAT,70691,173037
1978,MAINE,2,OLYMPIA J SNOWE,REPUBLICAN,87939,173037
1978,MAINE,2,ROBERT H BURMEISTER,INDEPENDENT,1653,173037
1978,MAINE,2,ROBERT L COUSINS,INDEPENDENT,1223,173037
1978,MARYLAND,1,JOSEPH D QUINN,DEMOCRAT,46093,126295
1978,MARYLAND,1,ROBERT E BAUMAN,REPUBLICAN,80202,126295
1978,MARYLAND,2,CLARENCE D LONG,DEMOCRAT,98601,148487
1978,MARYLAND,2,MALCOLM M MCKNIGHT,REPUBLICAN,49886,148487
1978,MARYLAND,3,BARBARA A MIKULSKI,DEMOCRAT,91189,91189
1978,MARYLAND,4,MARJORIE S HOLT,REPUBLICAN,71374,115037
1978,MARYLAND,4,SUE F WARD,DEMOCRAT,43663,115037
1978,MARYLAND,5,GLADYS NOON SPELLMAN,DEMOCRAT,64868,84028
1978,MARYLAND,5,SAUL J HARRIS,REPUBLICAN,19160,84028
1978,MARYLAND,6,BEVERLY B BYRON,DEMOCRAT,126196,140741
1978,MARYLAND,6,MELVIN PERKINS,REPUBLICAN,14545,140741
1978,MARYLAND,7,DEBRA J HANANIA-FREEMAN,INDEPENDENT,6626,58622
1978,MARYLAND,7,PARREN J MITCHELL,DEMOCRAT,51996,58622
1978,MARYLAND,8,MICHAEL D BARNES,DEMOCRAT,81851,159658
1978,MARYLAND,8,NEWTON I STEERS JR,REPUBLICAN,77807,159658
1978,MASSACHUSETTS,1,OTHER,,145,131918
1978,MASSACHUSETTS,1,SILVIO CONTE,REPUBLICAN,131773,131918
1978,MASSACHUSETTS,2,EDWARD P BOLAND,DEMOCRAT,101570,139479
1978,MASSACHUSETTS,2,OTHER,,28,139479
1978,MASSACHUSETTS,2,THOMAS P SWANK,REPUBLICAN,37881,139479
1978,MASSACHUSETTS,3,CHARLES K MACLEOD,REPUBLICAN,39259,158730
1978,MASSACHUSETTS,3,JOSEPH D EARLY,DEMOCRAT,119337,158730
1978,MASSACHUSETTS,3,OTHER,,134,158730
1978,MASSACHUSETTS,4,OTHER,,138,111491
1978,MASSACHUSETTS,4,ROBERT F DRINAN,DEMOCRAT,111353,111491
1978,MASSACHUSETTS,5,JAMES J GAFFNEY III,INDEPENDENT,33835,172681
1978,MASSACHUSETTS,5,JAMES M SHANNON,DEMOCRAT,90156,172681
1978,MASSACHUSETTS,5,JOHN J BUCKLEY,REPUBLICAN,48685,172681
1978,MASSACHUSETTS,5,OTHER,,5,172681
1978,MASSACHUSETTS,6,NICHOLAS MAVROULES,DEMOCRAT,97099,180645
1978,MASSACHUSETTS,6,OTHER,,35,180645
1978,MASSACHUSETTS,6,WILLIAM E BRONSON,REPUBLICAN,83511,180645
1978,MASSACHUSETTS,7,EDWARD J MARKEY,DEMOCRAT,145615,171646
1978,MASSACHUSETTS,7,JAMES J MURPHY,INDEPENDENT,26017,171646
1978,MASSACHUSETTS,7,OTHER,,14,171646
1978,MASSACHUSETTS,8,LAURA M ROSS,COMMUNIST,6193,136928
1978,MASSACHUSETTS,8,OTHER,,9,136928
1978,MASSACHUSETTS,8,THOMAS P O'NEILL JR,DEMOCRAT,102160,136928
1978,MASSACHUSETTS,8,WILLIAM A BARNSTEAD,REPUBLICAN,28566,136928
1978,MASSACHUSETTS,9,BRENDA LEE M FRANKLIN,SOCIALIST WORKERS,6794,116338
1978,MASSACHUSETTS,9,DAVID FREUND,WORKER'S PARTY,2709,116338
1978,MASSACHUSETTS,9,JOHN J MOAKLEY,DEMOCRAT,106805,116338
1978,MASSACHUSETTS,9,OTHER,,30,116338
1978,MASSACHUSETTS,10,JOHN J MARINO,DEMOCRAT,64868,166957
1978,MASSACHUSETTS,10,MARGARET HECKLER,REPUBLICAN,102080,166957
1978,MASSACHUSETTS,10,OTHER,,9,166957
1978,MASSACHUSETTS,11,BRIAN J DONNELLY,DEMOCRAT,133644,145722
1978,MASSACHUSETTS,11,H GRAHAM LOWRY,U.S. LABOR,12044,145722
1978,MASSACHUSETTS,11,OTHER,,34,145722
1978,MASSACHUSETTS,12,GERRY E STUDDS,DEMOCRAT,176704,176859
1978,MASSACHUSETTS,12,OTHER,,155,176859
1978,MICHIGAN,1,JOHN CONYERS,DEMOCRAT,89646,96526
1978,MICHIGAN,1,ROBERT S ARNOLD,REPUBLICAN,6878,96526
1978,MICHIGAN,1,WRITEIN,,2,96526
1978,MICHIGAN,2,CARL D PURSELL,REPUBLICAN,97503,144326
1978,MICHIGAN,2,EARL GREENE,DEMOCRAT,45631,144326
1978,MICHIGAN,2,HENRY W KROES,AMERICAN INDEPENDENT,1191,144326
1978,MICHIGAN,2,WRITEIN,,1,144326
1978,MICHIGAN,3,GARRY BROWN,REPUBLICAN,79572,163510
1978,MICHIGAN,3,HOWARD WOLPE,DEMOCRAT,83932,163510
1978,MICHIGAN,3,WRITEIN,,6,163510
1978,MICHIGAN,4,DAVE STOCKMAN,REPUBLICAN,95440,135108
1978,MICHIGAN,4,JIMMIE DALE BURKE,AMERICAN INDEPENDENT,1460,135108
1978,MICHIGAN,4,MORGAN L HAGER JR,DEMOCRAT,38204,135108
1978,MICHIGAN,4,WRITEIN,,4,135108
1978,MICHIGAN,5,DALE ROBERT SPRIK,DEMOCRAT,80622,165446
1978,MICHIGAN,5,DWIGHT W JOHNSON,AMERICAN INDEPENDENT,3028,165446
1978,MICHIGAN,5,HAROLD S SAWYER,REPUBLICAN,81794,165446
1978,MICHIGAN,5,WRITEIN,,2,165446
1978,MICHIGAN,6,BOB CARR,DEMOCRAT,97971,172706
1978,MICHIGAN,6,MICHAEL H CONLIN,REPUBLICAN,74718,172706
1978,MICHIGAN,6,WRITEIN,,17,172706
1978,MICHIGAN,7,DALE E KILDEE,DEMOCRAT,105402,137540
1978,MICHIGAN,7,GALE M CRONK,REPUBLICAN,29958,137540
1978,MICHIGAN,7,JIMMY L SABIN,AMERICAN INDEPENDENT,2179,137540
1978,MICHIGAN,7,WRITEIN,,1,137540
1978,MICHIGAN,8,BOB TRAXLER,DEMOCRAT,103346,155248
1978,MICHIGAN,8,NORMAN R HUGHES,REPUBLICAN,51900,155248
1978,MICHIGAN,8,WRITEIN,,2,155248
1978,MICHIGAN,9,GUY VANDER JAGT,REPUBLICAN,122363,175819
1978,MICHIGAN,9,HOWARD M LEROUX,DEMOCRAT,53450,175819
1978,MICHIGAN,9,WRITEIN,,6,175819
1978,MICHIGAN,10,DONALD JOSEPH ALBOSTA,DEMOCRAT,94913,184389
1978,MICHIGAN,10,ELFORD A CEDERBERG,REPUBLICAN,89451,184389
1978,MICHIGAN,10,WRITEIN,,25,184389
1978,MICHIGAN,11,KEITH MCLEOD,DEMOCRAT,79081,175435
1978,MICHIGAN,11,ROBERT W DAVIS,REPUBLICAN,96351,175435
1978,MICHIGAN,11,WRITEIN,,3,175435
1978,MICHIGAN,12,DAVID E BONIOR,DEMOCRAT,82892,150956
1978,MICHIGAN,12,KIRBY HOLMES,REPUBLICAN,68063,150956
1978,MICHIGAN,12,WRITEIN,,1,150956
1978,MICHIGAN,13,CHARLES C DIGGS,DEMOCRAT,44771,56543
1978,MICHIGAN,13,DOVIE T PICKETT,REPUBLICAN,11749,56543
1978,MICHIGAN,13,WRITEIN,,23,56543
1978,MICHIGAN,14,JOHN EDWARD GETZ,REPUBLICAN,40716,124756
1978,MICHIGAN,14,LUCIEN N NEDZI,DEMOCRAT,84032,124756
1978,MICHIGAN,14,WRITEIN,,8,124756
1978,MICHIGAN,15,ALDI C FUHRMANN,AMERICAN INDEPENDENT,1230,119545
1978,MICHIGAN,15,EDGAR NIETEN,REPUBLICAN,23177,119545
1978,MICHIGAN,15,WILLIAM D FORD,DEMOCRAT,95137,119545
1978,MICHIGAN,15,WRITEIN,,1,119545
1978,MICHIGAN,16,HARRY C HENGY,AMERICAN INDEPENDENT,1889,122111
1978,MICHIGAN,16,JOHN D DINGELL,DEMOCRAT,93387,122111
1978,MICHIGAN,16,MELVIN E HEUER,REPUBLICAN,26827,122111
1978,MICHIGAN,16,WRITEIN,,8,122111
1978,MICHIGAN,17,HECTOR M MCGREGOR,AMERICAN INDEPENDENT,5341,111654
1978,MICHIGAN,17,WILLIAM M BRODHEAD,DEMOCRAT,106303,111654
1978,MICHIGAN,17,WRITEIN,,10,111654
1978,MICHIGAN,18,DAVID WENGEL DREXLER,AMERICAN INDEPENDENT,1848,151798
1978,MICHIGAN,18,JAMES J BLANCHARD,DEMOCRAT,113037,151798
1978,MICHIGAN,18,ROBERT J SALLOUM,REPUBLICAN,36913,151798
1978,MICHIGAN,19,BETTY F COLLIER,DEMOCRAT,47165,164298
1978,MICHIGAN,19,WILLIAM S BROOMFIELD,REPUBLICAN,117122,164298
1978,MICHIGAN,19,WRITEIN,,11,164298
1978,MINNESOTA,1,ARLEN ERDAHL,REPUBLICAN,110090,195929
1978,MINNESOTA,1,GERALD SIKORSKI,DEMOCRAT,83271,195929
1978,MINNESOTA,1,LLOYD DUWE,AMERICAN,2540,195929
1978,MINNESOTA,1,WRITEIN,,28,195929
1978,MINNESOTA,2,JOHN F CONSIDINE,DEMOCRAT,61173,206588
1978,MINNESOTA,2,TOM HAGEDORN,REPUBLICAN,145415,206588
1978,MINNESOTA,3,BILL FRENZEL,REPUBLICAN,128759,195879
1978,MINNESOTA,3,MICHAEL O FREEMAN,DEMOCRAT,67120,195879
1978,MINNESOTA,4,BRUCE F VENTO,DEMOCRAT,95989,165385
1978,MINNESOTA,4,JOHN BERG,REPUBLICAN,69396,165385
1978,MINNESOTA,5,MARTIN OLAV SABO,DEMOCRAT,91673,147087
1978,MINNESOTA,5,MIKE TILL,REPUBLICAN,55412,147087
1978,MINNESOTA,5,WRITEIN,,2,147087
1978,MINNESOTA,6,RICHARD NOLAN,DEMOCRAT,115880,209632
1978,MINNESOTA,6,RUSS BJORHUS,REPUBLICAN,93742,209632
1978,MINNESOTA,6,WRITEIN,,10,209632
1978,MINNESOTA,7,ARLAN STANGELAND,REPUBLICAN,106573,206192
1978,MINNESOTA,7,GENE WENSTROM,DEMOCRAT,93055,206192
1978,MINNESOTA,7,RONALD M HOLMQUIST,AMERICAN,6555,206192
1978,MINNESOTA,7,WRITEIN,,9,206192
1978,MINNESOTA,8,JAMES L OBERSTAR,DEMOCRAT,171125,196294
1978,MINNESOTA,8,JOHN W HULL,AMERICAN,25015,196294
1978,MINNESOTA,8,WRITEIN,,154,196294
1978,MISSISSIPPI,1,HORACE E HUTCHESON,INDEPENDENT,2059,86151
1978,MISSISSIPPI,1,JAMIE L WHITTEN,DEMOCRAT,57358,86151
1978,MISSISSIPPI,1,TERRILL K MOFFETT,REPUBLICAN,26734,86151
1978,MISSISSIPPI,2,DAVID BOWEN,DEMOCRAT,57678,93408
1978,MISSISSIPPI,2,M ROLAND BYRD,REPUBLICAN,35730,93408
1978,MISSISSIPPI,3,DOROTHY ELEANOR CLEVELAND,REPUBLICAN,8408,110093
1978,MISSISSIPPI,3,"G V ""SONNY"" MONTGOMERY",DEMOCRAT,101685,110093
1978,MISSISSIPPI,4,EVAN DOSS JR,INDEPENDENT,25134,132132
1978,MISSISSIPPI,4,JOHN HAMPTON STENNIS,DEMOCRAT,34837,132132
1978,MISSISSIPPI,4,JON CLIFTON HINSON,REPUBLICAN,68225,132132
1978,MISSISSIPPI,4,MARY MCKENZIE MAXEY,INDEPENDENT,1436,132132
1978,MISSISSIPPI,4,PERRY LAWRENCE DILLARD,INDEPENDENT,2500,132132
1978,MISSISSIPPI,5,TRENT LOTT,REPUBLICAN,97177,97177
1978,MISSOURI,1,BILL WHITE,REPUBLICAN,30995,99010
1978,MISSOURI,1,GERALD PECHENUK,UNITED LABOR,712,99010
1978,MISSOURI,1,MARY PRITCHARD,SOCIALIST WORKERS,1353,99010
1978,MISSOURI,1,"WILLIAM ""BILL"" CLAY",DEMOCRAT,65950,99010
1978,MISSOURI,2,BOB CHASE,REPUBLICAN,79495,182406
1978,MISSOURI,2,ROBERT A YOUNG,DEMOCRAT,102911,182406
1978,MISSOURI,3,LEE BUCHSCHACHER,REPUBLICAN,26881,148446
1978,MISSOURI,3,RICHARD A GEPHARDT,DEMOCRAT,121565,148446
1978,MISSOURI,4,BILL BAKER,REPUBLICAN,45116,165864
1978,MISSOURI,4,IKE SKELTON,DEMOCRAT,120748,165864
1978,MISSOURI,5,JAMES LEVITT,SOCIALIST WORKERS,1631,114131
1978,MISSOURI,5,RICHARD BOLLING,DEMOCRAT,82140,114131
1978,MISSOURI,5,STEVEN L WALTER,REPUBLICAN,30360,114131
1978,MISSOURI,6,E THOMAS COLEMAN,REPUBLICAN,96574,172635
1978,MISSOURI,6,PHIL SNOWDEN,DEMOCRAT,76061,172635
1978,MISSOURI,7,GENE TAYLOR,REPUBLICAN,104566,170917
1978,MISSOURI,7,JIM THOMAS,DEMOCRAT,66351,170917
1978,MISSOURI,8,DONALD D MEYER,REPUBLICAN,63109,159618
1978,MISSOURI,8,RICHARD H ICHORD,DEMOCRAT,96509,159618
1978,MISSOURI,9,HAROLD L VOLKMER,DEMOCRAT,135170,180965
1978,MISSOURI,9,JERRY DENT,REPUBLICAN,45795,180965
1978,MISSOURI,10,BILL D BURLISON,DEMOCRAT,99148,151835
1978,MISSOURI,10,JAMES A WEIR,REPUBLICAN,52687,151835
1978,MONTANA,1,JIM WALTERMIRE,REPUBLICAN,64093,150109
1978,MONTANA,1,PAT WILLIAMS,DEMOCRAT,86016,150109
1978,MONTANA,2,RON MARLENEE,REPUBLICAN,75766,133246
1978,MONTANA,2,THOMAS G MONAHAN,DEMOCRAT,57480,133246
1978,NEBRASKA,1,DOUGLAS K BEREUTER,REPUBLICAN,99013,170324
1978,NEBRASKA,1,HESS DYAS,DEMOCRAT,71311,170324
1978,NEBRASKA,2,HAROLD J DAUB JR,REPUBLICAN,70309,147444
1978,NEBRASKA,2,JOHN J CAVANAUGH,DEMOCRAT,77135,147444
1978,NEBRASKA,3,MARILYN FOWLER,DEMOCRAT,35371,176968
1978,NEBRASKA,3,VIRGINIA SMITH,REPUBLICAN,141597,176968
1978,NEVADA,0,BILL O'MARA,REPUBLICAN,44425,182967
1978,NEVADA,0,JIM SANTINI,DEMOCRAT,132513,182967
1978,NEVADA,0,LINDA WEST,LIBERTARIAN,6029,182967
1978,NEW HAMPSHIRE,1,DANIEL M HUGHES,REPUBLICAN,49131,134235
1978,NEW HAMPSHIRE,1,JAMES E PINARD,LIBERTARIAN,2407,134235
1978,NEW HAMPSHIRE,1,NORMAN E D'AMOURS,DEMOCRAT,82697,134235
1978,NEW HAMPSHIRE,2,EDGAR J HELMS,DEMOCRAT,39546,124081
1978,NEW HAMPSHIRE,2,JAMES C CLEVELAND,REPUBLICAN,84535,124081
1978,NEW JERSEY,1,JAMES J FLORIO,DEMOCRAT,106096,133620
1978,NEW JERSEY,1,JULIUS LEVIN,SOCIALIST LABOR,671,133620
1978,NEW JERSEY,1,ROBERT MARK DEITCH,REPUBLICAN,26853,133620
1978,NEW JERSEY,2,JAMES H BIGGS,REPUBLICAN,56997,169765
1978,NEW JERSEY,2,WILLIAM J HUGHES,DEMOCRAT,112768,169765
1978,NEW JERSEY,3,BRUCE G COE,REPUBLICAN,64730,148955
1978,NEW JERSEY,3,JAMES J HOWARD,DEMOCRAT,83349,148955
1978,NEW JERSEY,3,STEVENSON M ENTERLINE,LIBERTARIAN,876,148955
1978,NEW JERSEY,4,CHRISTOPHER H SMITH,REPUBLICAN,41833,113382
1978,NEW JERSEY,4,FRANK THOMPSON JR,DEMOCRAT,69259,113382
1978,NEW JERSEY,4,JOHN V MAHALCHIK,BETSY ROSS,1145,113382
1978,NEW JERSEY,4,JUDSON CARTER SR,INDEPENDENT,318,113382
1978,NEW JERSEY,4,PAUL B RIZZO,INDEPENDENT,827,113382
1978,NEW JERSEY,5,JOHN T FAHY,DEMOCRAT,38108,138847
1978,NEW JERSEY,5,MILLICENT H FENWICK,REPUBLICAN,100739,138847
1978,NEW JERSEY,6,BERNARDO S DOGANIERO,SOCIALIST LABOR,737,148184
1978,NEW JERSEY,6,CHARLES M PIKE JR,LIBERTARIAN,643,148184
1978,NEW JERSEY,6,EDWIN B FORSYTHE,REPUBLICAN,89446,148184
1978,NEW JERSEY,6,HAZEL MCGLORY,BETSY ROSS,484,148184
1978,NEW JERSEY,6,W THOMAS MCGANN,DEMOCRAT,56874,148184
1978,NEW JERSEY,7,ANDREW MAGUIRE,DEMOCRAT,78358,149118
1978,NEW JERSEY,7,ELLIOT GREENSPAN,LABOR,243,149118
1978,NEW JERSEY,7,MARGARET S ROUKEMA,REPUBLICAN,69543,149118
1978,NEW JERSEY,7,ROBERT SHAPIRO,LIBERTARIAN,974,149118
1978,NEW JERSEY,8,ROBERT A ROE,DEMOCRAT,69496,93338
1978,NEW JERSEY,8,THOMAS MELANI,REPUBLICAN,23842,93338
1978,NEW JERSEY,9,BRUCE TODD,LABOR,663,150155
1978,NEW JERSEY,9,HAROLD C HOLLENBECK,REPUBLICAN,73478,150155
1978,NEW JERSEY,9,HENRY HELSTOSKI,INDEPENDENT,19126,150155
1978,NEW JERSEY,9,NICHOLAS S MASTORELLI,DEMOCRAT,56888,150155
1978,NEW JERSEY,10,GORDON A DOUGLAS,LABOR,290,63777
1978,NEW JERSEY,10,JOHN L PELT,REPUBLICAN,8066,63777
1978,NEW JERSEY,10,PETER W RODINO JR,DEMOCRAT,55074,63777
1978,NEW JERSEY,10,TONY AUSTIN,SOCIALIST WORKERS,347,63777
1978,NEW JERSEY,11,JOSEPH G MINISH,DEMOCRAT,88294,125174
1978,NEW JERSEY,11,JULIUS GEORGE FELD,REPUBLICAN,35642,125174
1978,NEW JERSEY,11,RICHARD S ROTH,LIBERTARIAN,1238,125174
1978,NEW JERSEY,12,MATTHEW J RINALDO,REPUBLICAN,94850,129273
1978,NEW JERSEY,12,RICHARD MCCORMACK,DEMOCRAT,34423,129273
1978,NEW JERSEY,13,HELEN S MEYNER,DEMOCRAT,71808,149109
1978,NEW JERSEY,13,JAMES A COURTER,REPUBLICAN,77301,149109
